author,date,score,comment
d*7,2024-10-16,5,带父母来北京玩，10月16日下了金马国旅的长城颐和园一日游的团，王琴导游十分认真负责，行程不会很赶，玩得很尽兴，王琴导游讲解很好，推荐大家报团噢
e*2,2024-03-10,5,非常满意的一次行程，全程小巴车车接车送观景畅玩，不用提东西，另外我们的导游谢导人非常好，一大早就在集合点等待，分发的耳麦对于我家的两个老人非常实用，讲解的也非常仔细生动，虽然一天的行程很累但也很充实，我们全家老小都非常满意。
去*户,2024-09-29,5,"我们非常幸运能够拥有这么棒的导游! 他非常专业,知识渊博,让我们对此地区的历史和文化有了更深入的了解。而且安排时间很紧凑让我们一天跑完好几个地方，非常棒"
j*6,2024-09-28,5,九月二十八跟杨华导游游长城和颐和园，讲解清楚，亲切耐心，好玩不累，纯玩。
去*户,2024-07-16,5,刘宁一导游非常棒，景点讲的详细透彻，而且还有很多的小故事，说话幽默风趣，推荐的项目也很好，很负责，在人很多的景点可以保证不落下一个人，很愉快的一次体验。
q*5,2024-09-24,5,第一次来北京担心不熟悉，9月24日前往八达岭和颐和园游玩选择报团游。意外中的好。杨华导游态度好，解说有趣，全程没有引导购物。下次来还是愿意选择。
q*2,2024-09-23,5,9月23日北京八达岭长城、颐和园、圆明园一日游，王琴导游服务、讲解各方面都挺好，乘车也方便。
去*户（该用户已注销）,2024-07-11,5,我是2024年7月10号去北京的，主要是去圆明园看被抢夺的文物遗留下来的东西，结果花了10块钱买了门票，一看定错日期了，就退了5块钱回来，在然后我又花10块钱进去了，没走几步又花钱，15块钱才能看遗址，那天很热，买个冰棍20元一个，一步一花钱，建议大家别去，不划算
去*户,2024-07-11,5,我是谢导带的团，全程纯玩，不仅讲了景点的故事在车上时也在分享各类故事，此次行程非常开心，希望下次出团还是谢导来带
t*0,2024-09-19,5,9.19报的一日游团，纯玩团，强烈推荐，杨华导游讲解很专业，服务也很热情，时间安排很充裕，途中还会给游客推荐和安排拍照的时间，非常适合自由行期间单独安排一日，因为八达岭长城和颐和园不在市区，路程远。
小*羊,2024-07-06,5,很不错！7月6号去的，王琴导游讲解很不错很流利！去了颐和园和长城，感受很好！
去*户,2024-09-11,5,不到长城非好汉，不错的体验
d*8,2024-09-11,5,完美的一日游，风景很美
去*户,2024-11-16,5,这是一次非常丰富多彩的旅行。体验了长城的壮美和气势，十分震撼。导游王工作仔细负责，讲解真实生动，让我们非常有兴趣了解长城和颐和园的历史文化。高师傅的开车技术非常平稳，车内环境整洁干净，让我们非常舒适愉悦。感谢这家旅行社的周到安排，让我们度过了一次非常愉快的旅行。
去*户,2024-11-13,5,很方便，地铁口集合。到景区领票自行游览。长城真的很难爬，一定要坐缆车。颐和园呢，很美，通过老师的讲解，让我们了解到很多不一样的知识，以及历史背景，做到了七分看三分听，讲解到位，服务周到！值得五星好评！谢谢！
c*0,2024-01-25,5,李导讲的很详细，整体的安排也很合理。景区的讲解也很有逻辑，很完美。了解了很多历史知识，此次出游非常开心，圆明园和颐和园值得一来。
去*户,2024-08-28,5,杨华导游对人好，一直照顾着我们一家，还给大家讲了很多旅游的知识。9D电影挺震撼的，教育小孩子保卫我们新的长城。没有购物，没有要红包，没有叫苦。通过她觉得北京的旅游服务很好！
b*8,2024-08-28,5,今天和杨华导游一起游长城，颐和园带着妈妈和婆婆一起来北京玩很适合找一日游团自己不用操心全程跟着导游走，讲的也很专业妈妈们很爱听😜
去*户,2024-05-24,5,選的是恭王府和雙園的行程，前一天下午就打電話和我加微信確認了。行程講解的挺好，雖然沒有辦法把整個府逛一逛拍拍照。導遊講故事讓人挺投入，不符合古裝劇和歷史課本但符合邏輯。下午的頤和園也是主要聽導遊講故事，導遊講故事淺顯易懂但小孩子可能聽不大進去。推薦喜歡聽故事的人來這行程，如果只是喜歡景點拍照或是攜帶不喜歡聽故事的小孩就不太推薦跟導遊一起了，這種的遊客最好自行前往才好去喜歡的地方拍照啊。
去*户,2024-05-24,5,这个时间去颐和园，强烈推荐坐环湖游船，既凉爽了又节省了体力，非常的nice。张导的讲解很棒，讲的很详细，也会活跃气氛，非常满意的行程
去*户,2024-10-12,5,今天顺利结束八达岭长城和颐和园的行程，总体安排行程有序也不累，爬长城已经第3次，这是唯一乘索道上去的一次，比自己爬当然舒适多啦！颐和园也石第一次从水路进，泛舟湖上，真有种在西湖上错觉。另外特地要提一下导游美女妹妹，从出行前一天的沟通、确定行程，到今天早上就非常准时的等待在集合点，关心车上同行的老人孩子，尤其在颐和园的讲解，让我们对颐和园的历史典故有了进一步的认识。是一位敬业，美丽，真诚的好导游！！这次的游玩很满意
小*行,2024-05-16,5,王导讲解很到位，正史野史都有讲，风趣幽默，感觉听一天都没听够，这一天走的路不少，但是走走停停，还有故事听，不觉得累。
去*户,2024-05-16,5,宋导非常认真负责，为我们提供了详细的景点介绍和耐心解答问题。让我们的旅行更加有意义和难忘，我非常满意并愿意推荐给其他游客
去*户,2024-03-01,5,非常愉快的一次观光 行程安排特别合理 上午颐和园下午圆明园 顺路就把清华和北大打卡了 区别千传统旅行观光 中规中矩的路线 导游带我们从颐和园后门进园 先爬山 后走平路 这样既错过了大部队体力分配也合理 下午圆明园的介绍 让我对圆明园的整体分布更深入了解 非常值得推荐的一次观光哦但凡有bikego的城市 旅游一定是首选啦
去*户,2024-10-05,5,杨华导游服务很好，讲解历史故事详细有趣，我们都爱听，尤其是我儿子特别喜欢杨华导游，全程找导游阿姨玩😃，非常会照顾孩子。路途风景优美，有空我们会来第二次
i*5,2024-07-08,5,我觉得华导游挺好的，普通话很标准，服务态度好，搭车的时候也方便，导游取票排队时我们可以自己拍照，不用排队，旅程挺轻松愉快的！
d*0,2024-09-16,5,服务好，讲解细致，玩的很好
去*户,2024-07-01,5,一家人报了7.1号李导带的团，游览了天坛公园➕颐和园➕圆明园，认真负责，讲解专业，非常认真，玩的非常开心！
去*户,2024-11-18,5,11月16日，燕妮导游带我们，欣赏到北京的名胜古迹，非常开心
去*户,2024-09-01,5,整体感觉很好，我们是燕妮导游带队的，她人特别好，热情，认真负责、讲解专业，也特别照顾带孩子的家庭，使我们在疲惫的旅途中多了一丝温馨，整个旅程没有强制性消费，给大家创造了一个自由舒适的旅游环境，这次体验很满意，导游也很辛苦，贴心陪伴大家一整天，下次来北京有机会还找燕妮导游
去*户,2024-06-16,5,导游老炮带了一下午，服务好
d*7,2024-08-21,5,8月21日带着全家出行，今天的行程很充实，感谢王琴导游给我们讲故事说历史！不虚此行！
去*户,2024-08-16,5,今天我和家人去爬了长城和游了颐和园。一天下来杨导让人感觉非常亲切，口齿清晰，普通话也很标准，专业知识特别的强，解说时声情并茂，语气活泼又不失严谨，瞬间能被她的解说给吸引，让我们如同身临其境般带入到历史长河中去思考去感受，很有意义的一次参观活动，令人难以忘怀。
M*7,2024-06-01,5,导游吕爽服务非常好～讲解很详细～问到不清楚的地方都说到了～长城旅游的时间不长～上下都有缆车～很适合父母出游～
去*户,2024-05-31,5,专业的人干专业的事，非常棒。给我们带团的是一个老北京导游，讲解的非常的细致，对我们也特别照顾，玩的非常的开心
t*0,2024-08-07,5,今天由杨华导游带领的团，感受很好，一整天的行程下来都不觉得累！
g*6,2024-05-24,5,今天我们有幸遇到赵导，是一个非常认真负责的导游，不仅负责我们游玩，还给我们介绍我们还未去到的景点，总之今天玩的很开心🥳
去*户,2024-05-24,5,真的很幸运，行程安排非常好，避开人多的路线，帮忙照顾老人和孩子，讲解知识丰富，大家听得很入迷
去*户,2024-10-16,5,感谢王导的悉心讲解👩‍🌾
r*0,2024-08-03,5,体验非常不错，也是随机约的一日游，孟导讲解非常有趣细致，一路也不觉得累，下次有朋友来会推荐
小*行,2024-05-16,5,讲解有趣，互动感很强，体验很好，孟导讲解时很认真哦，一座恭王府，半部清代史，真的非常震撼。
去*户,2024-05-16,5,这样看颐和园真的很美，整体特别满意，孟导的讲解很棒，这趟颐和园非常值得。
去*户,2024-07-25,5,我们九个人7月25日跟着崔导游三园，这次是很好的体验，崔导人很好，讲得很详细，天气很热崔导还请整天团吃冰棍，好有爱
C*7,2024-02-16,5,郭导带队服务非常热情，幽默风趣，讲解专业详细，景区历史讲解深入，很吸引人，娓娓动听，团队有很多小朋友相信会学习到很多。来北京的朋友五星推荐，非常靠谱❤ (ɔˆз(ˆ⌣ˆc)
去*户,2024-09-23,5,9月23号跟着王琴导游逛了一天，总体感觉不错，态度挺好，耐心也好，一直解说基本不停，改变了我对一日游的负面印象，导游都这样的话，怎么会招骂呢。不夸了，怕你骄傲。
a*6,2024-07-11,5,谢导游服务态度非常好，景点安排合理，想去的都去了，劳逸结合，语言风趣幽默，玩的挺好，谢谢。
去*户,2024-02-12,5,北京之行很开心，虽然有点阴天，但在在短短的一天内，游览了颐和园、圆明园两处胜景，还是很开心，回味无穷。永平国旅果然没有让我们失望。性价比高，安排的行程时间很合理，不用匆匆忙忙的赶时间，全程没有购物或者消费的环节，导游很热情大方，每个景点讲解的非常细致，还很有耐心的帮我们拍了很多有意义的照片，司机师傅开车很稳，坐着安全踏实。圆明园像一幅水彩画别有一番景象，颐和园皇家花园环境宜人。返程车览清华北大，体验很棒，下次来北京还会选择永平。
r*5,2024-07-05,5,很专业，很细心，很耐心
e*6,2024-04-23,5,非常好，阳阳导游很负责，讲解很认真
y*6,2024-06-29,5,预定的两日游，28号崔导带着我们游三园，29号梁青导游带我们爬长城明十三陵，两位导游很负责任，行程满意，下次继续推荐身边朋友。
q*户,2024-04-16,5,史铮铮导游，特别敬业，很负责任！非常不错！特别好～推荐大家～
去*户,2024-11-16,5,比较舒服的团，全程没有购物，宋导人很热情，给我们提供了三个爬长城的方案，也节约了时间，颐和园行程讲解的也非常有意思，非常的舒服，很赞
去*户,2024-11-16,5,宋导非常认真，对每一位游客都能耐心解答每一个所问的问题，是一位合格优秀的首都导游，真正做到了把游客作为自己的衣食父母，如果都像宋导这样工作，旅游业会更上一层楼，希望旅游团能给这样敬业的员工给予奖励。
去*户,2024-11-16,5,行程安排合理，接送服务时间准时准点，刘导全程讲解非常详细，，除了八达岭长城和颐和园的讲解外，行程中还做了北京其他建筑，美食等推荐及相关讲解！整个行程非常开心
去*户,2024-11-16,5,一次难忘的体验。导游讲解非常专业，她不仅介绍了八达岭和颐和园的历史和文化背景，还提供了许多有趣的故事和细节。讲解非常生动有趣，让人对这两个地方的历史和文化有了更深入的了解，整个行程非常自由和轻松，
去*户,2024-11-16,5,我是带着老人报的团，王导提前一天就联系了我们，把路线说得很清楚，也很耐心给我解答。当天去的大巴上王导讲的历史故事生动有趣，耐心讲解，全程都是热情和友好！真的很幸运遇到一个好导游。
去*户,2024-11-16,5,行程安排周到。前一天晚上就会和你沟通第二天的集合地点，集合地点位置坐标也很准确。开车送到长城下面后可以自行选择攀登长城的方式，如果选择缆车也会帮你购买缆车票，非常的便利
h*1,2024-09-02,5,玩的很好，导游小吴很负责，行程安排的妥当。体验很好
去*户,2024-11-13,5,行程安排也很合理，上午八达岭长城，下午颐和园，服务的导游很耐心且仔细，无购物，玩的很自由，体验很棒，总体超赞，服务很好，性价比高，很好的一次体验！
去*户,2024-11-13,5,很顺利、方便，尤其是刘导，从上车开始，交代的事无巨细，登城路线和颐和园参观路线安排的很合适，回程也及时跟进。非常值得推荐。服务很好，性价比高，总体超赞，体验很棒
去*户,2024-11-13,5,全程很顺利！工作人员非常热情，服务很到位，方便，全程都很舒服，感谢！旅途很愉快！服务很好，总体超赞，体验很棒，性价比高
去*户,2024-11-13,5,行程安排合理，导游耐心负责，整个服务很贴心。线路也是比较经典的，爬长城的时间预留的很充足，颐和园导游给了讲解，颐和园游船很不错
去*户,2024-11-13,5,体验很棒，导游赵星，真的太棒了，考虑细心，站在我们角度考虑，总体超赞，服务很好，性价比高，为提前走动的顾客考虑。下一次过来继续找她。
去*户,2024-09-01,5,华导服务好，全程陪同，讲解精彩，全程无购物，特别开心😁😁😁
d*8,2024-08-30,5,很愉快的一日游，导游很靠谱
去*户,2024-06-17,5,很满意的一次旅游，负责此次行程的陈师傅，人帅，驾驶技术好，车开的又快又稳，行程效率高还很舒适。旅游路线熟悉，一路上介绍风土人情和著名景点。还能带我们寻找美食。服务体贴周到，出到北京总有很多为什么，陈师傅都很耐心的 解答我们的问题，而且行程安排都近可能满足我们的需求。
去*户,2024-06-17,5,导游师傅服务态度非常好，很健谈，早上约好时间，赵师傅很早就到了，车子干净整洁，开车非常稳，推荐的长城非常好，有上下缆车，人也不是很多，不需要排队，孩子很喜欢，开心的旅程告一段落，谢谢师傅的热心服务！五星好评！
去*户,2024-06-17,5,非常满意的一次行程！导游师傅人非常好，很热情很耐心！我是和对象一起集合自己去的，但是如果和老人小朋友一起出行的话，包车真的很方便，不急不赶！师傅把我们照顾得很好！谢谢啦！性价比高，服务很好，体验很棒，总体超赞
v*9,2024-08-25,5,8.25报的长城和颐和园一日游，王琴导游热情能干，各个项目基本不排队，讲解很细致，效率高
凡*凡,2024-08-25,5,8.25日玩的很开心，导游人很好！
去*户,2024-08-24,5,2024.8.24王琴导游讲解非常详细、感谢一天的陪伴！
u*6,2024-08-24,5,跟团好处就是不迷路，也节约时间，在辣么热的天随时有交通工具接送还是比较好，而且对于来这样的文化胜地有人解读才不至于看个寂寞
r*0,2024-08-22,5,8月22日，跟着阿志导游游三园，服务很好，推荐！
去*户,2024-06-06,5,我们度过了一段愉快的长城颐和园一日游。尤其是导游的业务水平和服务态度，给我们留下了深刻的印象。导游风趣幽默，一路开心，也让大家都非常投入。重点是，整个行程纯玩无购物，让我们尽情享受旅游的乐趣。我会毫不犹豫地向朋友们推荐这家旅行社！
去*户,2024-06-06,5,这次旅行体验非常愉快，让我对她的表现印象深刻。 首先，服务态度非常好。她总是微笑着接待我们，非常热情周到，让人感到非常舒适。其次，她的专业知识非常丰富。她对景点的历史、文化等各个方面进行了详细的讲解，让我们对这些景点有了更深入的了解
桃*6,2024-10-28,5,月月导游人很好，认真讲解，到圆明园需要交接园内导游的时候很细致的告知我们后续事宜，包括出园怎么离开。很棒很棒
去*户,2024-10-25,5,导游行程安排的很合理，长城太壮观了，像一条长龙，在崇山峻岭之间蜿蜒盘旋，太美了。颐和园也特美，不愧是皇家花园
去*户,2024-10-25,5,导游热情似火，讲解详细，丰富知识。风景很美，一路上都玩的很开心，导游贴心周到，满意真的是旅游胜地，客服非常细心的安排，整个路程很有安全感！
c*8,2024-08-08,5,辛苦郭导今天一整天的讲解，从一大清早，一直带到了夕阳西下，细心加耐心的服务让我们一整天都是出行无忧，非常满意！
去*户,2024-10-19,5,今天玩了圆明园和颐和园，整体都还不错，尤其北京导游阿志，服务态度很好，很有亲和力，讲解很仔细
去*户,2024-10-18,5,刘导游 一路上幽默又耐心的讲解，性格爽朗温柔，细节把控特别到位，让游客十分开心！！期待下一次再来！！！
去*户,2024-10-18,5,非常方便快捷，没有其他隐形消费。导游小姐姐的讲解也非常耐心清楚，专业。带着一家人来首都，怎么能不来爬一爬长城，看一看颐和园呢。景色很雄伟壮观，更多的是感受到了古人那份智慧和耐力，颐和园风景也很漂亮
去*户,2024-10-18,5,这个随车导游还挺不错的，行程安排也很合理，对于我这体力的来说，一天玩一个长城就足够了，现在比不了年轻那时候了
q*9,2024-05-25,5,很充实的一次旅游，牛导讲解很细致，全程一直在讲，普通话说得很标准，很涨知识
r*5,2024-05-23,5,行程安排合理，人特别好，避免了很多旅游坑，地道的北京通。行程讲解非常到位，对于景点讲解的很透彻
o*9,2024-10-14,5,王导讲解专业，服务热情，很愉快的体验。
去*户,2024-10-14,5,赵导游很负责一路很辛苦到讲解介绍让我们对北京了解到很充分不虚此行去来长城颐和园赵导到语言魅力真是让我们佩服真是报团选择对了而且坐了很舒服到游船让我们今天到游玩很是精彩真是特别推荐金牌赵导游
k*2,2024-10-11,5,我觉得挺好的，行程其实挺累的，到颐和园我们就没再怎么逛，封导游讲得挺不错，听了别的导游的讲解，觉得还是我们导游讲得好。挺不容易的，以后有机会，找个闲散的地方，还选这家
去*户,2024-10-09,4,感觉挺好的，导游是先带我们在颐和园，讲解了一会儿然后就自由活动，随后就去了圆明园，圆明园坐船+讲解收费：90元一人
淡*定,2024-07-28,5,有幸遇到李导游，全程讲解很到位，无购物，很满意的一次跟团游。
去*户,2024-07-27,5,服务好，待人热情，玩的好开心💐💐💐
y*1,2024-05-15,5,颐和园真的很美，非常喜欢。孟导带团，非常的细心，服务也很棒。对历史讲解的很不错，深入浅出，孩子非常的喜欢。对了，这个时间的颐和园很美，特别是环湖游船，非常好玩
去*户,2024-07-26,5,7.26跟着张导游三园，安排较为合理，园里有车有船，带着二老一小，还没那么辛苦，好评！
飞*8,2024-07-24,5,出票很快，到门口的前半小时买的
去*户,2024-02-19,5,这次来北京在闲暇之余报了一个双园游的行程，非常满意的一日游 在网上搜索行程的时候偶然遇到了永平国旅，一看评论直接定了，果然不假，晚上就有工作人员联系，告诉一些注意事项，非常的详细。上车方便好找，司机服务好，车辆干净整洁。导游也是非常棒，讲解详细，服务周到，合理安排时间，并且没有任何引导性的消费。上午圆明园、下午颐和园，北京大学清华大学外景。北京值得一来，有文化，有历史，有美景，有美食。永平旅行社，值得信赖！
去*户,2024-07-07,5,跟着张导愉快的一天，错峰出行，安排妥当，值得推荐
y*d,2024-07-07,5,7月7日一日游，张导全程热情服务，滔滔不绝，全程精细讲解，有问必答，一级棒
去*户,2024-04-25,5,崔导地道北京人 态度很亲和 讲解很细腻 五星好评妥妥滴👍🏻 全程微笑 服务杠杠滴👍🏻 在恭王府详细了解了和珅的生平，和珅也算是官行业中的天花板人物了😂 圆明园和颐和园个人不太喜欢，大面积的土地，当啥花园，用来种地多好～ 虽说落后就要挨打，民以食为天，吃饱了再吵架吧～
羞*君,2024-09-16,5,杨华导游不错，讲解很有趣，服务到位，长城和颐和园都玩的很开心
做*的,2024-07-05,5,7月5 号催导带着玩，讲解清楚。为客户着想，少晒了很多太阳 优秀
神*域,2024-07-04,5,彭导安排非常合理，这次一日团值了。
去*户,2024-09-15,5,孙导讲解的超级好，也很详细，准备了好几套方案供我们参考，服务热情周到细致，有耐心有爱心，工作超级认真😍超级棒，不错的旅游体验。
去*户,2024-09-14,5,准点上车，车上张导很专业的给大家介绍景点特色并提供游玩攻略。导游的讲解也很不错，让我们了解到很多不一样的知识，以及历史背景，做到了七分看三分听，讲解到位，服务周到！值得五星好评！谢谢！
l*5,2024-04-08,5,今天的行程非常丰富，小郭导游讲解的非常详细到位。人也不错。下次到北京游玩还会找他。
去*户,2024-08-31,5,亲状元的庄老师讲的非常仔细到位，遇到什么事情能主动热情帮忙，让我们拜佛拜的放心，安心。
去*户,2024-06-17,5,导游很有亲和力，耐心为大家解决任何问题。
去*户,2024-06-16,5,刘导很负责，一路讲解也很认真，带着老人小孩稍微有点赶。
去*户,2024-08-28,5,导游小吴特别棒！推荐的平价超市也很靠谱，还告诉我们怎么景区防骗等，特别赞
去*户,2024-08-28,5,导游服务到位，讲解精彩
t*1,2024-08-28,5,8月28日彭静导游带队，安排合理，服务态度好，
r*5,2024-08-27,5,一家到北京的第一天旅行跟燕妮导出游，讲故事很有意思，听着有乐趣就觉得走路没那么累了，很开心学到了很多知识，谢谢♥️
喵*烦,2024-08-27,5,行程很充实，讲解很详细
v*4,2024-08-27,5,吴导游讲课不错，三分看 四分听
v*7,2024-08-26,5,很开心的一次团，黄导很热情也很漂亮，之前刷到很多说一日团很坑的，我们这次完全没有，缆车也是自愿购买，愿意徒步她也会给你说路线，集合时间地点，真的好好呀
n*2,2024-06-13,5,史铮铮史导讲解不错，也挺有耐心，对团队老人小孩都有多加照顾，体验感挺好！
n*5,2024-04-01,5,导游史铮铮讲解认真负责
f*0,2024-01-18,5,史铮铮导游行程安排很好 很不错 导游讲解很细心 强烈推荐
g*2,2024-08-23,5,挺好玩的，服务的很好👍
去*户,2024-08-23,5,黄导很尊重每一个游客自己的意愿！相比较之下黄导真的是旅游圈的典范!希望以后出行都能遇到这么良心的导游和旅行社!
去*户,2024-08-22,5,天气好，王志鹏导游更好！全程没喝一口水，一直在耐心的给孩子们讲解，还有爱国主义情怀，太适合宝妈带娃参加了！感谢王志鹏导游！不虚此行！！！
去*户,2024-08-21,5,8.21跟着王琴导游游览了长城，颐和园还有圆明园，收货很多，导游讲解细致
e*n,2021-06-05,5,由于这个团只有我们家三个人报名，所以旅行社提前一天帮我们调整成了两天行程。第一天是杨静导游带我们游故宫—八达岭，第二天是鲁欣带我们游天坛—颐和园—圆明园。北京是个非常有文化底蕴的城市，跟着导游可以了解很多景点背后的故事，两位导游都非常认真负责，能照顾到所有人，讲解清晰，非常推荐。
去*户,2024-08-16,5,评分：     2024-08-16程惠心导游人美心善工作特细心，讲解也详细风趣，希望下次还有机会找她
P*8,2024-03-23,5,第一次到北京旅游，选择一日游。全程纯玩没购物。非常漂亮！来北京，三分看七分听，导游也很专业，一边听历史，一边看美景，古人古事仿佛重现眼前，收获满满！走的时候导游还很热情地根据不同游客的目的地给出不同的坐车建议，棒！
k*2,2024-03-23,5,第一次参加郭导的团，总体感觉挺满意的。我们提早15分钟到的天坛南门，郭导已经在那儿等我们了。还怕我们饿肚子，叫我们吃了早点再开始行程（贴心）！我们都是对中国历史一知半解的人，来就是为了听故事和学习的。谢谢郭导耐心地给我们讲解了天坛，圆明园和颐和园的每个故事，非常精彩有趣。我们都受益匪浅！以后有机会还想再参加郭导的其它团！
k*2,2024-03-23,5,有导游的细心讲解犹如身临其境的感觉！感叹古人的智慧太伟大了！初到颐和园，感觉是进了一个大的公园。但随着逐步深入颐和园，才感觉到得气息。历历史悠久，景色优美，气势恢宏，让人感受到当时清朝时的雄壮，这次的旅行非常有意义！一直到结束还是满满的意犹未尽！着实有点流连忘返！最主要的还是选对了产品！从开始到结束都非常开心！旅游一天真是感觉到放松的愉悦感！
k*2,2024-03-23,5,今天这次一日游真的是很满意，很舒服的一次！郭导讲解的相当的不错，不然还真不了解这么多的历史，到了北京就要多多了解一些历史方面的知识，虽然团队人数比较多，但是郭导安排很合理，也避免了途中浪费等待的时间，总之，很满意很超值！点赞
